"No.","Time","Source","Destination","Protocol","Length","Info"
"10792","407.830936149","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:27412, PUT, TKN:dd 02 50 2c e1 ce 9c 96, /hello_world"
"10808","408.589498638","127.0.0.1","127.0.0.1","CoAP","62","CON, MID:17413, GET, TKN:fc 11 4b e6 45 07 03 e7, /basic"
"10863","409.776966478","127.0.0.1","127.0.0.1","CoAP","80","CON, MID:8520, POST, TKN:e0 aa c2 8c a2 4b 96 f3, /dining_room/temperature"
"11000","421.795263082","127.0.0.1","127.0.0.1","CoAP","67","CON, MID:40890, PUT, TKN:34 1b d3 9f e0 bf 88 dd, /hello_post"
"11029","425.943850418","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:40712, GET, TKN:4d 09 6f b3 aa 6d 88 ae, /weird33"
"11078","427.797662054","127.0.0.1","127.0.0.1","CoAP","73","CON, MID:63448, DELETE, TKN:16 8a b5 46 1a 44 fd 09, /dining_room/door"
"11084","427.991118560","10.0.2.15","134.102.218.18","CoAP","58","CON, MID:57605, GET, TKN:34 a2 af fc 11 a6 c9 f7, /4"
"11086","428.086705035","127.0.0.1","127.0.0.1","CoAP","62","CON, MID:25747, POST, TKN:62 1c 31 3a 75 5a af f4, /basic"
"11090","428.801524420","127.0.0.1","127.0.0.1","CoAP","80","CON, MID:18684, POST, TKN:b7 b6 17 0d 45 1f cd 6a, /living_room/temperature"
"11147","430.771219401","127.0.0.1","127.0.0.1","CoAP","66","CON, MID:42367, GET, TKN:9f 24 5c 7f 4e 46 d7 85, /main_door"
"11175","434.865841541","10.0.2.15","134.102.218.18","CoAP","58","CON, MID:36183, PUT, TKN:36 bb 78 21 cf 13 0b 18, /4"
"11330","445.664012467","127.0.0.1","127.0.0.1","CoAP","73","CON, MID:49535, GET, TKN:59 30 36 96 be 86 79 45, /living_room/door"
"11403","446.920195792","10.0.2.15","134.102.218.18","CoAP","61","CON, MID:16715, PUT, TKN:8c 52 e6 51 52 80 5e a6, /test"
"11443","450.623824739","127.0.0.1","127.0.0.1","CoAP","62","CON, MID:41830, PUT, TKN:a9 19 3d 83 1f 5f 04 b8, /basic"
"11449","451.628697809","127.0.0.1","127.0.0.1","CoAP","73","CON, MID:33254, GET, TKN:5d e5 ab 9a 72 f8 9e 8c, /.well-known/core"
"11514","453.902537008","10.0.2.15","134.102.218.18","CoAP","72","CON, MID:22157, DELETE, TKN:a2 8b 79 95 88 c7 c6 76, /location-query"
"11530","454.660836622","10.0.2.15","134.102.218.18","CoAP","58","CON, MID:64926, GET, TKN:4e 37 be d0 e5 5f 9f 52, /5"
"11688","465.782180557","127.0.0.1","127.0.0.1","CoAP","56","CON, MID:50277, POST, TKN:92 f8 af df 8e 1c 4b 23"
"11714","468.610517002","127.0.0.1","127.0.0.1","CoAP","67","CON, MID:14285, GET, TKN:59 56 96 0f 91 71 c0 6c, /hello_post"
"11910","478.910683966","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:25650, POST, TKN:f8 d0 af cd 75 8a a3 b1, /hello_world"
"11922","479.884084267","10.0.2.15","134.102.218.18","CoAP","69","CON, MID:31400, GET, TKN:17 4e ef 94 05 91 05 7b, /multi-format"
"11934","480.440156112","127.0.0.1","127.0.0.1","CoAP","81","CON, MID:51085, GET, TKN:a7 e9 b7 f5 53 44 38 35, /dining_room/temperature"
"11993","486.686391985","10.0.2.15","134.102.218.18","CoAP","69","CON, MID:19509, GET, TKN:1b ee 9f 34 d4 3d e0 b0, /multi-format"
"12042","490.881234112","10.0.2.15","134.102.218.18","CoAP","63","CON, MID:41147, POST, TKN:95 ab d5 75 e2 cc 4d 4a, /broken"
"12046","490.937871656","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:61658, GET, TKN:e0 15 8f 1e 4e be 08 f3, /weird33"
"12067","493.841017246","127.0.0.1","127.0.0.1","CoAP","56","CON, MID:57343, GET, TKN:7c 96 41 21 37 39 b1 cc"
"12083","494.661601678","10.0.2.15","134.102.218.18","CoAP","58","CON, MID:45780, PUT, TKN:6f 80 20 4e ef b9 b2 11, /5"
"12138","500.673251020","127.0.0.1","127.0.0.1","CoAP/JSON","121","CON, MID:373, 2.05 Content, JSON (application/json), TKN:a7 e9 b7 f5 53 44 38 35, /dining_room/temperature"
"12139","500.673265215","127.0.0.1","127.0.0.1","ICMP","149","Destination unreachable (Port unreachable)"
"12160","502.978111045","127.0.0.1","127.0.0.1","CoAP","81","CON, MID:45293, GET, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"12162","503.196823783","127.0.0.1","127.0.0.1","CoAP/JSON","121","CON, MID:373, 2.05 Content, JSON (application/json), TKN:a7 e9 b7 f5 53 44 38 35, /dining_room/temperature [Retransmission]"
"12163","503.196842268","127.0.0.1","127.0.0.1","ICMP","149","Destination unreachable (Port unreachable)"
"12180","505.316493038","127.0.0.1","127.0.0.1","CoAP","63","CON, MID:375, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"12214","506.691322079","127.0.0.1","127.0.0.1","CoAP","67","CON, MID:60377, GET, TKN:01 a5 81 b6 e3 e3 b8 e9, /hello_post"
"12279","508.250926261","127.0.0.1","127.0.0.1","CoAP/JSON","121","CON, MID:373, 2.05 Content, JSON (application/json), TKN:a7 e9 b7 f5 53 44 38 35, /dining_room/temperature [Retransmission]"
"12280","508.250941442","127.0.0.1","127.0.0.1","ICMP","149","Destination unreachable (Port unreachable)"
"12287","508.858553277","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:10649, GET, TKN:6b cf 74 5f a2 0c af 12, /weird33"
"12303","510.704698936","127.0.0.1","127.0.0.1","CoAP","64","CON, MID:376, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"12307","510.842610758","127.0.0.1","127.0.0.1","CoAP","61","CON, MID:20072, DELETE, TKN:b8 b4 91 a2 f5 16 47 dc, /test"
"12360","514.074028904","127.0.0.1","127.0.0.1","CoAP","64","CON, MID:377, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"12364","514.726606347","10.0.2.15","134.102.218.18","CoAP","64","CON, MID:37441, PUT, TKN:e9 4f 62 3c 4e 89 b2 c7, /weird44"
"12416","518.357382350","127.0.0.1","127.0.0.1","CoAP/JSON","121","CON, MID:373, 2.05 Content, JSON (application/json), TKN:a7 e9 b7 f5 53 44 38 35, /dining_room/temperature [Retransmission]"
"12417","518.357410269","127.0.0.1","127.0.0.1","ICMP","149","Destination unreachable (Port unreachable)"
"12430","519.052429193","127.0.0.1","127.0.0.1","CoAP","64","CON, MID:378, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"12448","519.714693525","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:11183, POST, TKN:f7 c5 55 b1 7e 49 6f 56, /dining_room"
"12470","522.938510565","127.0.0.1","127.0.0.1","CoAP","63","CON, MID:379, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"12559","526.845897377","127.0.0.1","127.0.0.1","CoAP","64","CON, MID:380, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"12563","527.956036655","127.0.0.1","127.0.0.1","CoAP","56","CON, MID:18020, GET, TKN:7a c4 c3 02 0c f0 3c 6a"
"12565","528.864848673","127.0.0.1","127.0.0.1","CoAP","73","CON, MID:24528, GET, TKN:01 cd cd 08 db 74 c0 66, /dining_room/door"
"12567","528.945453008","127.0.0.1","127.0.0.1","CoAP","80","CON, MID:9962, GET, TKN:20 5d af c4 7e 11 f8 87, /living_room/temperature"
"12589","530.876083459","127.0.0.1","127.0.0.1","CoAP","62","CON, MID:3727, POST, TKN:16 29 9c 1d e7 f8 99 d7, /basic"
"12591","530.959165951","127.0.0.1","127.0.0.1","CoAP","64","CON, MID:381, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"12664","536.073185360","127.0.0.1","127.0.0.1","CoAP","64","CON, MID:382, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"12698","538.538625990","127.0.0.1","127.0.0.1","CoAP/JSON","113","CON, MID:0, 2.05 Content, JSON (application/json)"
"12699","538.538641728","127.0.0.1","127.0.0.1","ICMP","141","Destination unreachable (Port unreachable)"
"12700","538.539386281","127.0.0.1","127.0.0.1","CoAP/JSON","120","CON, MID:383, 2.05 Content, JSON (application/json), TKN:a7 e9 b7 f5 53 44 38 35, /dining_room/temperature"
"12701","538.539395484","127.0.0.1","127.0.0.1","ICMP","148","Destination unreachable (Port unreachable)"
"12705","539.738330609","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:30329, POST, TKN:b9 3b 66 c8 7b 12 0b 66, /hello_world"
"12721","540.294630659","127.0.0.1","127.0.0.1","CoAP","63","CON, MID:384, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"12723","541.093932834","127.0.0.1","127.0.0.1","CoAP/JSON","120","CON, MID:383, 2.05 Content, JSON (application/json), TKN:a7 e9 b7 f5 53 44 38 35, /dining_room/temperature [Retransmission]"
"12724","541.093954535","127.0.0.1","127.0.0.1","ICMP","148","Destination unreachable (Port unreachable)"
"12741","543.583562465","127.0.0.1","127.0.0.1","CoAP","64","CON, MID:385, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"12747","544.967114304","127.0.0.1","127.0.0.1","CoAP","67","CON, MID:20406, POST, TKN:37 ac 7a 99 b2 15 31 df, /hello_post"
"12775","546.196087274","127.0.0.1","127.0.0.1","CoAP/JSON","120","CON, MID:383, 2.05 Content, JSON (application/json), TKN:a7 e9 b7 f5 53 44 38 35, /dining_room/temperature [Retransmission]"
"12776","546.196101622","127.0.0.1","127.0.0.1","ICMP","148","Destination unreachable (Port unreachable)"
"12808","549.403724711","127.0.0.1","127.0.0.1","CoAP","64","CON, MID:388, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"12918","554.005817887","127.0.0.1","127.0.0.1","CoAP","67","CON, MID:39059, DELETE, TKN:0a 7e 62 14 68 6b 56 8b, /hello_post"
"12938","554.554147893","127.0.0.1","127.0.0.1","CoAP","64","CON, MID:389, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"12978","556.403006485","127.0.0.1","127.0.0.1","CoAP/JSON","112","CON, MID:0, 2.05 Content, JSON (application/json)"
"12979","556.403020267","127.0.0.1","127.0.0.1","ICMP","140","Destination unreachable (Port unreachable)"
"12998","557.764296541","10.0.2.15","134.102.218.18","CoAP","62","CON, MID:60217, GET, TKN:b6 bb 5b 59 d0 43 c9 14, /weird"
"13002","557.931122298","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:39477, GET, TKN:36 92 f1 40 59 b0 19 d9, /living_room"
"13006","557.935948449","10.0.2.15","134.102.218.18","CoAP","58","CON, MID:6403, DELETE, TKN:c9 89 db 8a 64 1a 7d 0e, /4"
"13008","558.585485145","127.0.0.1","127.0.0.1","CoAP","64","CON, MID:391, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"13079","564.044058159","127.0.0.1","127.0.0.1","CoAP","64","CON, MID:393, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"13080","564.044075427","127.0.0.1","127.0.0.1","ICMP","92","Destination unreachable (Port unreachable)"
"13101","566.469036550","127.0.0.1","127.0.0.1","CoAP","64","CON, MID:393, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature [Retransmission]"
"13102","566.469051477","127.0.0.1","127.0.0.1","ICMP","92","Destination unreachable (Port unreachable)"
"13156","568.991003066","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:52719, PUT, TKN:90 ba 9c 68 c9 11 02 22, /living_room"
"13186","570.926417746","10.0.2.15","134.102.218.18","CoAP","61","CON, MID:56877, DELETE, TKN:ee 65 77 3f c6 8e be 55, /seg1"
"13192","571.319278252","127.0.0.1","127.0.0.1","CoAP","56","CON, MID:0, 2.05 Content"
"13193","571.319297337","127.0.0.1","127.0.0.1","ICMP","84","Destination unreachable (Port unreachable)"
"13202","572.913069800","10.0.2.15","134.102.218.18","CoAP","61","CON, MID:54342, GET, TKN:61 41 33 79 50 eb 47 ab, /sink"
"13230","573.779028901","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:28210, DELETE, TKN:df 23 9e 2e 0a 62 41 b3, /dining_room"
"13242","574.779277426","10.0.2.15","134.102.218.18","CoAP","62","CON, MID:16441, PUT, TKN:93 60 6d 2b c7 9b 7a 7d, /weird"
"13266","576.810184330","127.0.0.1","127.0.0.1","CoAP/JSON","112","CON, MID:0, 2.05 Content, JSON (application/json)"
"13267","576.810202790","127.0.0.1","127.0.0.1","ICMP","140","Destination unreachable (Port unreachable)"
"13268","576.811002897","127.0.0.1","127.0.0.1","CoAP/JSON","121","CON, MID:394, 2.05 Content, JSON (application/json), TKN:a7 e9 b7 f5 53 44 38 35, /dining_room/temperature"
"13269","576.811007669","127.0.0.1","127.0.0.1","ICMP","149","Destination unreachable (Port unreachable)"
"13282","579.147282939","127.0.0.1","127.0.0.1","CoAP/JSON","113","CON, MID:0, 2.05 Content, JSON (application/json)"
"13283","579.147297314","127.0.0.1","127.0.0.1","ICMP","141","Destination unreachable (Port unreachable)"
"13302","580.355810405","127.0.0.1","127.0.0.1","CoAP","80","CON, MID:44263, POST, TKN:0c 4a 70 a3 b1 24 39 1a, /living_room/temperature"
"13306","581.016993106","127.0.0.1","127.0.0.1","CoAP","56","CON, MID:0, 2.05 Content"
"13307","581.017012979","127.0.0.1","127.0.0.1","ICMP","84","Destination unreachable (Port unreachable)"
"13343","583.012110184","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:14632, POST, TKN:ad 9e c5 5b bc cd 71 cd, /hello_world"
"13353","583.817545717","127.0.0.1","127.0.0.1","CoAP/JSON","113","CON, MID:0, 2.05 Content, JSON (application/json)"
"13354","583.817578141","127.0.0.1","127.0.0.1","ICMP","141","Destination unreachable (Port unreachable)"
"13363","584.787252354","10.0.2.15","134.102.218.18","CoAP","62","CON, MID:29889, DELETE, TKN:8d 59 7e 0e 7b 43 6e 57, /hello"
"13440","590.940983229","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:2253, POST, TKN:7f de da 4a 36 78 0f 1e, /hello_world"
"13456","591.786016989","10.0.2.15","134.102.218.18","CoAP","62","CON, MID:2904, PUT, TKN:72 56 2b 4a fe df 15 3e, /query"
"13461","593.156084346","127.0.0.1","127.0.0.1","CoAP/JSON","113","CON, MID:0, 2.05 Content, JSON (application/json)"
"13462","593.156101089","127.0.0.1","127.0.0.1","ICMP","141","Destination unreachable (Port unreachable)"
"13481","593.970378160","10.0.2.15","134.102.218.18","CoAP","61","CON, MID:36993, PUT, TKN:f3 fc 60 e5 0d b2 76 5a, /seg1"
"13483","594.067234704","127.0.0.1","127.0.0.1","CoAP","73","CON, MID:25470, DELETE, TKN:2f 27 fd c6 3c dc cc 30, /living_room/door"
"13487","594.183075235","10.0.2.15","134.102.218.18","CoAP","62","CON, MID:2904, PUT, TKN:72 56 2b 4a fe df 15 3e, /query [Retransmission]"
"13504","595.892753002","127.0.0.1","127.0.0.1","CoAP","84","CON, MID:53136, POST, TKN:81 63 d2 ed 8a ab 32 d5, /living_room/temperature321"
"13520","597.721415536","127.0.0.1","127.0.0.1","CoAP","80","CON, MID:7659, POST, TKN:f7 22 71 24 ff d9 47 05, /living_room/temperature"
"13543","598.979163504","10.0.2.15","134.102.218.18","CoAP","62","CON, MID:2904, PUT, TKN:72 56 2b 4a fe df 15 3e, /query [Retransmission]"
"13557","600.036856132","127.0.0.1","127.0.0.1","CoAP","67","CON, MID:47598, DELETE, TKN:e0 3b 8b 13 e9 f8 c0 f1, /hello_post"
"13563","600.411245142","127.0.0.1","127.0.0.1","CoAP","56","CON, MID:0, 2.05 Content"
"13564","600.411258530","127.0.0.1","127.0.0.1","ICMP","84","Destination unreachable (Port unreachable)"
"13565","600.411931422","127.0.0.1","127.0.0.1","CoAP","64","CON, MID:398, 2.05 Content, TKN:cc 0e 57 c6 3e e5 c4 3a, /living_room/temperature"
"13566","600.411937714","127.0.0.1","127.0.0.1","ICMP","92","Destination unreachable (Port unreachable)"
"13600","603.183430772","127.0.0.1","127.0.0.1","CoAP","56","CON, MID:0, 2.05 Content"
"13601","603.183445071","127.0.0.1","127.0.0.1","ICMP","84","Destination unreachable (Port unreachable)"
"13637","606.809045638","127.0.0.1","127.0.0.1","CoAP","68","CON, MID:6551, PUT, TKN:24 cd 69 82 b5 50 8e 40, /hello_world"
"13662","608.578507793","10.0.2.15","134.102.218.18","CoAP","62","CON, MID:2904, PUT, TKN:72 56 2b 4a fe df 15 3e, /query [Retransmission]"
"13663","608.723546303","127.0.0.1","127.0.0.1","CoAP","56","CON, MID:0, 2.05 Content"
"13664","608.723560817","127.0.0.1","127.0.0.1","ICMP","84","Destination unreachable (Port unreachable)"
"13675","609.808280799","127.0.0.1","127.0.0.1","CoAP","56","CON, MID:61545, PUT, TKN:57 0a 2e cd b7 2f 3f 2b"
"13677","610.056644392","127.0.0.1","127.0.0.1","CoAP","83","CON, MID:52175, POST, TKN:32 d1 0a dc d8 83 3f 0c, /living_room/temperature"
"13689","611.833027301","127.0.0.1","127.0.0.1","CoAP/JSON","113","CON, MID:0, 2.05 Content, JSON (application/json)"
"13690","611.833049234","127.0.0.1","127.0.0.1","ICMP","141","Destination unreachable (Port unreachable)"
"13691","611.834178221","127.0.0.1","127.0.0.1","CoAP/JSON","120","CON, MID:399, 2.05 Content, JSON (application/json), TKN:a7 e9 b7 f5 53 44 38 35, /dining_room/temperature"
"13692","611.834186086","127.0.0.1","127.0.0.1","ICMP","148","Destination unreachable (Port unreachable)"
"13693","612.205374838","127.0.0.1","127.0.0.1","CoAP","84","CON, MID:29555, POST, TKN:a7 8f f7 4c e5 bb b8 bf, /living_room/temperature"
"13721","613.543938484","127.0.0.1","127.0.0.1","CoAP","84","CON, MID:40630, POST, TKN:bb 8f 3b 5d c4 37 77 15, /living_room/temperature"
"13738","614.415882838","127.0.0.1","127.0.0.1","CoAP/JSON","112","CON, MID:0, 2.05 Content, JSON (application/json)"
"13739","614.415897800","127.0.0.1","127.0.0.1","ICMP","140","Destination unreachable (Port unreachable)"
"13800","619.570532986","127.0.0.1","127.0.0.1","CoAP/JSON","112","CON, MID:0, 2.05 Content, JSON (application/json)"
"13801","619.570548102","127.0.0.1","127.0.0.1","ICMP","140","Destination unreachable (Port unreachable)"
"13808","619.798854294","127.0.0.1","127.0.0.1","CoAP","56","CON, MID:0, 2.05 Content"
"13809","619.798868402","127.0.0.1","127.0.0.1","ICMP","84","Destination unreachable (Port unreachable)"
"13826","620.566098890","127.0.0.1","127.0.0.1","CoAP","84","CON, MID:6589, PUT, TKN:ab e6 91 f7 0f a1 95 16, /living_room/temperature"
"13840","621.546475735","127.0.0.1","127.0.0.1","CoAP","84","CON, MID:30759, PUT, TKN:29 07 14 8f b1 68 ab f8, /living_room/temperature"
"13846","621.960299021","127.0.0.1","127.0.0.1","CoAP","84","CON, MID:8393, PUT, TKN:a2 98 b9 3e 59 cd 04 a3, /living_room/temperature"
"13850","622.546404269","127.0.0.1","127.0.0.1","CoAP","84","CON, MID:14342, PUT, TKN:3f 2a 9e 16 d0 f4 93 14, /living_room/temperature"
"13883","623.071715334","127.0.0.1","127.0.0.1","CoAP","84","CON, MID:7805, PUT, TKN:39 2d 04 3b ec 68 bd f4, /living_room/temperature"
"13887","623.128907604","10.0.2.15","134.102.218.18","CoAP","65","CON, MID:61726, POST, TKN:cd 3b e7 62 1b d5 49 4e, /validate"
"13893","623.426307581","127.0.0.1","127.0.0.1","CoAP","84","CON, MID:21174, PUT, TKN:d0 16 db 46 b3 51 0c a4, /living_room/temperature"
"13895","623.785089795","127.0.0.1","127.0.0.1","CoAP","84","CON, MID:25946, PUT, TKN:ea 64 2b 05 bf fc 55 80, /living_room/temperature"
"13929","627.101049821","10.0.2.15","134.102.218.18","CoAP","58","CON, MID:50903, DELETE, TKN:ee 6b 31 c9 0c 88 99 08, /3"
"13945","628.887006953","10.0.2.15","134.102.218.18","CoAP","63","CON, MID:30872, POST, TKN:21 e3 8f 7e 5f 7a 8c 2a, /broken"
"13963","629.899936425","127.0.0.1","127.0.0.1","CoAP/JSON","112","CON, MID:0, 2.05 Content, JSON (application/json)"
"13964","629.899950667","127.0.0.1","127.0.0.1","ICMP","140","Destination unreachable (Port unreachable)"
"14038","634.667273196","127.0.0.1","127.0.0.1","CoAP","80","CON, MID:56226, DELETE, TKN:49 03 40 29 cb 2a 20 09, /living_room/temperature"
"14048","636.016454864","127.0.0.1","127.0.0.1","CoAP","62","CON, MID:2135, PUT, TKN:4a e5 b4 8a 0b 77 de 72, /basic"
