"No.","Time","Source","Destination","Protocol","Length","Info"
"10661","399.187153125","10.0.2.15","5.196.78.28","MQTT","218","Publish Message [university/department2/section1/temperature]"
"10732","403.490825057","10.0.2.15","5.196.78.28","MQTT","197","Publish Message [hospital/facility3/area3]"
"10782","406.373639828","10.0.2.15","5.196.78.28","MQTT","190","Publish Message [university/room2]"
"10806","408.334686176","10.0.2.15","5.196.78.28","MQTT","202","Publish Message [metaverse/building3/section1]"
"10810","408.691803849","10.0.2.15","5.196.78.28","MQTT","85","Publish Message [metaverse/room2/section1]"
"10816","409.176724715","10.0.2.15","5.196.78.28","MQTT","189","Publish Message [university/room2]"
"10867","410.178698464","10.0.2.15","5.196.78.28","MQTT","197","Publish Message [factory/facility3/area3]"
"10879","411.276845261","10.0.2.15","5.196.78.28","MQTT","201","Publish Message [university/building3/floor4]"
"10885","412.917613495","10.0.2.15","5.196.78.28","MQTT","92","Publish Message [university/room2/room2/humidity]"
"10901","414.338091046","10.0.2.15","5.196.78.28","MQTT","205","Publish Message [university/room2/area3/humidity]"
"10923","417.870751223","10.0.2.15","5.196.78.28","MQTT","204","Publish Message [factory/room2/section1/humidity]"
"10931","418.377089629","10.0.2.15","5.196.78.28","MQTT","198","Publish Message [factory/room2/area3/light]"
"10939","418.669353561","10.0.2.15","5.196.78.28","MQTT","196","Publish Message [factory/room2/section1]"
"10996","421.347478313","10.0.2.15","5.196.78.28","MQTT","194","Publish Message [university/building3]"
"11008","422.797708561","10.0.2.15","5.196.78.28","MQTT","200","Publish Message [factory/facility3/section1]"
"11010","422.860946176","10.0.2.15","5.196.78.28","MQTT","190","Publish Message [factory/building3]"
"11017","424.725795627","10.0.2.15","5.196.78.28","MQTT","198","Publish Message [factory/facility3/floor4]"
"11025","425.719114347","10.0.2.15","5.196.78.28","MQTT","191","Publish Message [factory/facility3]"
"11050","427.023648511","10.0.2.15","5.196.78.28","MQTT","215","Publish Message [university/building3/room2/hydraulic_valve]"
"11080","427.865114957","10.0.2.15","5.196.78.28","MQTT","200","Publish Message [metaverse/building3/floor4]"
"11088","428.646314680","10.0.2.15","5.196.78.28","MQTT","202","Publish Message [university/facility3/section1]"
"11104","429.321758308","10.0.2.15","5.196.78.28","MQTT","91","Publish Message [hospital/building3/room2/light]"
"11157","432.641503213","10.0.2.15","5.196.78.28","MQTT","189","Publish Message [hospital/room2]"
"11191","436.258990817","10.0.2.15","5.196.78.28","MQTT","86","Publish Message [metaverse/building3/area3]"
"11209","436.631230178","10.0.2.15","5.196.78.28","MQTT","215","Publish Message [hospital/department2/section1/temperature]"
"11211","437.814701665","10.0.2.15","5.196.78.28","MQTT","202","Publish Message [university/department2/floor4]"
"11272","439.376252717","10.0.2.15","5.196.78.28","MQTT","192","Publish Message [metaverse/building3]"
"11284","440.155496619","10.0.2.15","5.196.78.28","MQTT","191","Publish Message [hospital/building3]"
"11298","441.195075459","10.0.2.15","5.196.78.28","MQTT","188","Publish Message [metaverse/room2]"
"11300","441.471737365","10.0.2.15","5.196.78.28","MQTT","194","Publish Message [factory/room2/floor4]"
"11306","442.164485010","10.0.2.15","5.196.78.28","MQTT","195","Publish Message [metaverse/room2/floor4]"
"11308","442.365137602","10.0.2.15","5.196.78.28","MQTT","215","Publish Message [university/department2/section1/pollution]"
"11310","442.950380454","10.0.2.15","5.196.78.28","MQTT","189","Publish Message [metaverse/room2]"
"11318","444.734376424","10.0.2.15","5.196.78.28","MQTT","205","Publish Message [factory/department2/area3/light]"
"11385","446.551565156","10.0.2.15","5.196.78.28","MQTT","208","Publish Message [hospital/building3/section1/deposit]"
"11407","447.405450234","10.0.2.15","5.196.78.28","MQTT","200","Publish Message [university/building3/area3]"
"11419","447.866650514","10.0.2.15","5.196.78.28","MQTT","208","Publish Message [university/department2/floor4/light]"
"11439","450.217187252","10.0.2.15","5.196.78.28","MQTT","195","Publish Message [metaverse/department2]"
"11520","453.991233835","10.0.2.15","5.196.78.28","MQTT","194","Publish Message [hospital/department2]"
"11526","454.461832686","10.0.2.15","5.196.78.28","MQTT","195","Publish Message [university/department2]"
"11542","455.507607018","10.0.2.15","5.196.78.28","MQTT","194","Publish Message [metaverse/room2/room2]"
"11546","456.153560597","10.0.2.15","5.196.78.28","MQTT","202","Publish Message [factory/department2/section1]"
"11548","456.340157656","10.0.2.15","5.196.78.28","MQTT","211","Publish Message [metaverse/facility3/floor4/temperature]"
"11556","457.429204378","10.0.2.15","5.196.78.28","MQTT","191","Publish Message [factory/building3]"
"11571","458.759457856","10.0.2.15","5.196.78.28","MQTT","100","Publish Message [metaverse/department2/section1/pollution]"
"11579","459.188567086","10.0.2.15","5.196.78.28","MQTT","209","Publish Message [metaverse/facility3/floor4/humidity]"
"11595","460.440437972","10.0.2.15","5.196.78.28","MQTT","205","Publish Message [university/facility3/area3/light]"
"11599","460.934851327","10.0.2.15","5.196.78.28","MQTT","197","Publish Message [university/department2]"
"11678","463.838211213","10.0.2.15","5.196.78.28","MQTT","193","Publish Message [metaverse/building3]"
"11698","467.108891366","10.0.2.15","5.196.78.28","MQTT","192","Publish Message [metaverse/facility3]"
"11708","468.377557100","10.0.2.15","5.196.78.28","MQTT","195","Publish Message [factory/room2/section1]"
"11716","468.829897521","10.0.2.15","5.196.78.28","MQTT","202","Publish Message [factory/building3/area3/light]"
"11724","468.990744501","10.0.2.15","5.196.78.28","MQTT","201","Publish Message [university/facility3/room2]"
"11726","469.472242782","10.0.2.15","5.196.78.28","MQTT","196","Publish Message [university/department2]"
"11752","471.675920729","10.0.2.15","5.196.78.28","MQTT","190","Publish Message [factory/facility3]"
"11758","471.787777644","10.0.2.15","5.196.78.28","MQTT","196","Publish Message [university/department2]"
"11806","473.629421930","10.0.2.15","5.196.78.28","MQTT","194","Publish Message [university/facility3]"
"11892","476.897688001","10.0.2.15","5.196.78.28","MQTT","205","Publish Message [factory/building3/area3/deposit]"
"11900","477.634539692","10.0.2.15","5.196.78.28","MQTT","201","Publish Message [factory/department2/floor4]"
"11926","480.246651405","10.0.2.15","5.196.78.28","MQTT","192","Publish Message [metaverse/building3]"
"11936","480.535553115","10.0.2.15","5.196.78.28","MQTT","206","Publish Message [hospital/room2/room2/temperature]"
"11946","482.415092557","10.0.2.15","5.196.78.28","MQTT","197","Publish Message [university/department2]"
"11987","486.293167715","10.0.2.15","5.196.78.28","MQTT","97","Publish Message [hospital/facility3/floor4/temperature]"
"11989","486.444071679","10.0.2.15","5.196.78.28","MQTT","192","Publish Message [metaverse/building3]"
"11997","487.130641496","10.0.2.15","5.196.78.28","MQTT","208","Publish Message [metaverse/department2/area3/deposit]"
"12006","487.824509184","10.0.2.15","5.196.78.28","MQTT","209","Publish Message [factory/department2/area3/pollution]"
"12034","490.689160925","10.0.2.15","5.196.78.28","MQTT","211","Publish Message [university/building3/section1/deposit]"
"12049","491.555183716","10.0.2.15","5.196.78.28","MQTT","211","Publish Message [factory/department2/section1/pollution]"
"12057","492.676523208","10.0.2.15","5.196.78.28","MQTT","202","Publish Message [metaverse/facility3/section1]"
"12059","492.919746530","10.0.2.15","5.196.78.28","MQTT","203","Publish Message [metaverse/room2/area3/humidity]"
"12061","493.282339562","10.0.2.15","5.196.78.28","MQTT","207","Publish Message [metaverse/room2/area3/temperature]"
"12065","493.488982749","10.0.2.15","5.196.78.28","MQTT","101","Publish Message [university/department2/area3/temperature]"
"12077","494.146943003","10.0.2.15","5.196.78.28","MQTT","86","Publish Message [university/room2/section1]"
"12103","496.556910502","10.0.2.15","5.196.78.28","MQTT","195","Publish Message [university/room2/room2]"
"12131","499.578899399","10.0.2.15","5.196.78.28","MQTT","193","Publish Message [factory/room2/room2]"
"12148","501.869324696","10.0.2.15","5.196.78.28","MQTT","199","Publish Message [university/room2/section1]"
"12150","501.921288719","10.0.2.15","5.196.78.28","MQTT","213","Publish Message [university/department2/area3/temperature]"
"12158","502.831870238","10.0.2.15","5.196.78.28","MQTT","211","Publish Message [metaverse/facility3/section1/pollution]"
"12293","509.561300099","10.0.2.15","5.196.78.28","MQTT","201","Publish Message [hospital/department2/area3]"
"12297","509.913897470","10.0.2.15","5.196.78.28","MQTT","192","Publish Message [hospital/building3]"
"12319","512.358883702","10.0.2.15","5.196.78.28","MQTT","194","Publish Message [metaverse/department2]"
"12330","512.990859530","10.0.2.15","5.196.78.28","MQTT","203","Publish Message [hospital/facility3/room2/light]"
"12380","515.748677767","10.0.2.15","5.196.78.28","MQTT","202","Publish Message [metaverse/department2/floor4]"
"12390","516.227045452","10.0.2.15","5.196.78.28","MQTT","197","Publish Message [university/department2]"
"12392","516.366470927","10.0.2.15","5.196.78.28","MQTT","199","Publish Message [metaverse/facility3/floor4]"
"12406","517.642572345","10.0.2.15","5.196.78.28","MQTT","206","Publish Message [university/facility3/area3/light]"
"12438","519.142253366","10.0.2.15","5.196.78.28","MQTT","208","Publish Message [university/building3/section1/light]"
"12440","519.205868000","10.0.2.15","5.196.78.28","MQTT","95","Publish Message [factory/building3/room2/temperature]"
"12460","521.910153026","10.0.2.15","5.196.78.28","MQTT","199","Publish Message [hospital/department2/area3]"
"12525","523.678261608","10.0.2.15","5.196.78.28","MQTT","87","Publish Message [metaverse/department2/room2]"
"12533","524.629953634","10.0.2.15","5.196.78.28","MQTT","84","Publish Message [university/room2/floor4]"
"12569","529.198892873","10.0.2.15","5.196.78.28","MQTT","195","Publish Message [metaverse/room2/room2]"
"12583","530.296580046","10.0.2.15","5.196.78.28","MQTT","196","Publish Message [metaverse/room2/floor4]"
"12587","530.585073634","10.0.2.15","5.196.78.28","MQTT","190","Publish Message [factory/building3]"
"12641","533.939094693","10.0.2.15","5.196.78.28","MQTT","83","Publish Message [factory/building3/area3]"
"12656","535.143232405","10.0.2.15","5.196.78.28","MQTT","194","Publish Message [factory/department2]"
"12666","536.738154697","10.0.2.15","5.196.78.28","MQTT","190","Publish Message [factory/building3]"
"12680","538.012745725","10.0.2.15","5.196.78.28","MQTT","208","Publish Message [metaverse/facility3/floor4/humidity]"
"12719","539.931900516","10.0.2.15","5.196.78.28","MQTT","200","Publish Message [university/facility3/floor4]"
"12745","544.526068060","10.0.2.15","5.196.78.28","MQTT","192","Publish Message [metaverse/facility3]"
"12790","547.096868588","10.0.2.15","5.196.78.28","MQTT","200","Publish Message [hospital/facility3/section1]"
"12796","548.507579207","10.0.2.15","5.196.78.28","MQTT","77","Publish Message [factory/building3]"
"12924","554.167231361","10.0.2.15","5.196.78.28","MQTT","193","Publish Message [university/building3]"
"12930","554.282225831","10.0.2.15","5.196.78.28","MQTT","201","Publish Message [metaverse/building3/section1]"
"12951","555.680778152","10.0.2.15","5.196.78.28","MQTT","214","Publish Message [factory/building3/floor4/hydraulic_valve]"
"12988","557.233467635","10.0.2.15","5.196.78.28","MQTT","213","Publish Message [hospital/facility3/section1/temperature]"
"12990","557.427586998","10.0.2.15","5.196.78.28","MQTT","201","Publish Message [metaverse/building3/section1]"
"13022","560.523094364","10.0.2.15","5.196.78.28","MQTT","80","Publish Message [factory/department2]"
"13024","560.842069138","10.0.2.15","5.196.78.28","MQTT","194","Publish Message [metaverse/department2]"
"13026","561.313256163","10.0.2.15","5.196.78.28","MQTT","199","Publish Message [university/building3/area3]"
"13109","566.879610879","10.0.2.15","5.196.78.28","MQTT","207","Publish Message [metaverse/building3/section1/light]"
"13113","567.304518917","10.0.2.15","5.196.78.28","MQTT","204","Publish Message [hospital/building3/area3/light]"
"13152","568.850320436","10.0.2.15","5.196.78.28","MQTT","198","Publish Message [hospital/facility3/area3]"
"13154","568.987846948","10.0.2.15","5.196.78.28","MQTT","75","Publish Message [metaverse/room2]"
"13172","570.093675717","10.0.2.15","5.196.78.28","MQTT","193","Publish Message [factory/room2/area3]"
"13196","572.558897085","10.0.2.15","5.196.78.28","MQTT","214","Publish Message [hospital/building3/area3/hydraulic_valve]"
"13204","573.373114369","10.0.2.15","5.196.78.28","MQTT","199","Publish Message [university/facility3/room2]"
"13210","573.666170436","10.0.2.15","5.196.78.28","MQTT","206","Publish Message [hospital/department2/area3/light]"
"13244","575.125025502","10.0.2.15","5.196.78.28","MQTT","196","Publish Message [university/room2/room2]"
"13276","578.522382208","10.0.2.15","5.196.78.28","MQTT","199","Publish Message [metaverse/building3/room2]"
"13294","579.927432053","10.0.2.15","5.196.78.28","MQTT","200","Publish Message [factory/department2/floor4]"
"13308","581.115149027","10.0.2.15","5.196.78.28","MQTT","202","Publish Message [hospital/department2/section1]"
"13320","582.110170616","10.0.2.15","5.196.78.28","MQTT","191","Publish Message [hospital/building3]"
"13322","582.543688129","10.0.2.15","5.196.78.28","MQTT","193","Publish Message [hospital/department2]"
"13377","586.926182126","10.0.2.15","5.196.78.28","MQTT","198","Publish Message [factory/facility3/room2]"
"13383","587.211683239","10.0.2.15","5.196.78.28","MQTT","194","Publish Message [metaverse/department2]"
"13389","588.308364961","10.0.2.15","5.196.78.28","MQTT","199","Publish Message [hospital/facility3/room2]"
"13438","590.209217827","10.0.2.15","5.196.78.28","MQTT","192","Publish Message [metaverse/building3]"
"13457","591.948673396","10.0.2.15","5.196.78.28","MQTT","210","Publish Message [university/building3/floor4/pollution]"
"13459","592.255231918","10.0.2.15","5.196.78.28","MQTT","198","Publish Message [hospital/facility3/room2]"
"13498","595.307785221","10.0.2.15","5.196.78.28","MQTT","197","Publish Message [university/room2/floor4]"
"13502","595.532068027","10.0.2.15","5.196.78.28","MQTT","206","Publish Message [metaverse/room2/section1/deposit]"
"13506","596.127045734","10.0.2.15","5.196.78.28","MQTT","195","Publish Message [hospital/room2/floor4]"
"13510","596.313306791","10.0.2.15","5.196.78.28","MQTT","212","Publish Message [hospital/department2/section1/humidity]"
"13516","597.405447460","10.0.2.15","5.196.78.28","MQTT","207","Publish Message [metaverse/facility3/area3/deposit]"
"13535","598.792006585","10.0.2.15","5.196.78.28","MQTT","195","Publish Message [university/room2/room2]"
"13549","599.962201652","10.0.2.15","5.196.78.28","MQTT","190","Publish Message [factory/building3]"
"13575","600.981947572","10.0.2.15","5.196.78.28","MQTT","188","Publish Message [hospital/room2]"
"13577","601.229570474","10.0.2.15","5.196.78.28","MQTT","194","Publish Message [metaverse/department2]"
"13594","602.922014820","10.0.2.15","5.196.78.28","MQTT","203","Publish Message [university/room2/floor4/light]"
"13602","603.495762628","10.0.2.15","5.196.78.28","MQTT","198","Publish Message [metaverse/building3/room2]"
"13625","606.084482898","10.0.2.15","5.196.78.28","MQTT","217","Publish Message [university/building3/area3/hydraulic_valve]"
"13627","606.172855585","10.0.2.15","5.196.78.28","MQTT","190","Publish Message [university/room2]"
"13652","608.018309677","10.0.2.15","5.196.78.28","MQTT","191","Publish Message [factory/building3]"
"13679","610.300870205","10.0.2.15","5.196.78.28","MQTT","208","Publish Message [factory/department2/room2/humidity]"
"13687","611.199005801","10.0.2.15","5.196.78.28","MQTT","188","Publish Message [metaverse/room2]"
"13705","612.770016909","10.0.2.15","5.196.78.28","MQTT","189","Publish Message [university/room2]"
"13742","614.591060672","10.0.2.15","5.196.78.28","MQTT","88","Publish Message [university/building3/floor4]"
"13766","617.339087691","10.0.2.15","5.196.78.28","MQTT","193","Publish Message [metaverse/building3]"
"13776","618.540182170","10.0.2.15","5.196.78.28","MQTT","198","Publish Message [metaverse/room2/section1]"
"13778","618.873451842","10.0.2.15","5.196.78.28","MQTT","193","Publish Message [university/building3]"
"13810","619.829899545","10.0.2.15","5.196.78.28","MQTT","213","Publish Message [factory/facility3/room2/hydraulic_valve]"
"13830","620.795107840","10.0.2.15","5.196.78.28","MQTT","195","Publish Message [factory/room2/section1]"
"13838","621.429327871","10.0.2.15","5.196.78.28","MQTT","195","Publish Message [university/department2]"
"13891","623.405397152","10.0.2.15","5.196.78.28","MQTT","193","Publish Message [metaverse/building3]"
"13897","624.180131641","10.0.2.15","5.196.78.28","MQTT","199","Publish Message [factory/facility3/section1]"
"13911","625.973233104","10.0.2.15","5.196.78.28","MQTT","97","Publish Message [metaverse/room2/area3/hydraulic_valve]"
"13919","626.857159576","10.0.2.15","5.196.78.28","MQTT","193","Publish Message [university/building3]"
"13921","627.042759538","10.0.2.15","5.196.78.28","MQTT","185","Publish Message [factory/room2]"
"13953","629.619535870","10.0.2.15","5.196.78.28","MQTT","211","Publish Message [university/department2/room2/humidity]"
"13957","629.693669412","10.0.2.15","5.196.78.28","MQTT","207","Publish Message [factory/department2/area3/humidity]"
"13970","631.076024975","10.0.2.15","5.196.78.28","MQTT","82","Publish Message [metaverse/department2]"
"14046","635.580713285","10.0.2.15","5.196.78.28","MQTT","200","Publish Message [factory/department2/floor4]"
"14052","636.885328184","10.0.2.15","5.196.78.28","MQTT","190","Publish Message [factory/building3]"
